case_id,husband_age,wife_age,marriage_duration_years,num_children,husband_monthly_income,wife_monthly_income,husband_assets,wife_assets,monthly_household_expenses,husband_education,wife_education,husband_employment,wife_employment,standard_of_living,wife_health_condition,husband_health_condition,wife_career_sacrifice,custody_with,marriage_type,divorce_type,monthly_alimony_amount,alimony_duration_months
3208,57,60,15,4,72265,0,1711998,6644,31493,Postgraduate,10th Pass,Business,Homemaker,Middle,Moderate,Good,Yes,Shared,Arranged,Mutual Consent,37959,209
3209,51,53,29,0,23548,14659,319880,43569,7283,Below 10th,12th Pass,Employed,Self-Employed,Low,Moderate,Poor,Yes,N/A,Arranged,Contested,19541,272
3210,58,55,3,2,48803,37299,2615428,674149,17158,Postgraduate,10th Pass,Business,Employed,Middle,Good,Good,No,Shared,Arranged,Contested,12093,60
3211,39,44,11,0,34224,29083,2956108,86204,11920,12th Pass,Graduate,Employed,Business,Middle,Poor,Good,No,N/A,Arranged,Contested,9546,151
3212,56,55,3,2,37571,0,2618777,286892,10209,Postgraduate,Graduate,Employed,Homemaker,Middle,Moderate,Good,Yes,Wife,Arranged,Contested,28961,137
3213,45,46,10,1,250377,0,26917230,3052397,134022,Postgraduate,Graduate,Business,Homemaker,High,Moderate,Good,Yes,Shared,Love,Contested,83585,185
3214,29,32,2,3,13907,0,483600,52555,5759,Graduate,12th Pass,Employed,Unemployed,Low,Good,Moderate,No,Wife,Arranged,Mutual Consent,17746,41
3215,30,33,1,1,44171,0,1400369,305614,13113,Graduate,Postgraduate,Employed,Homemaker,Middle,Good,Poor,Yes,Wife,Arranged,Contested,23369,95
3216,46,45,16,2,78091,0,2260185,2989,32542,Postgraduate,10th Pass,Business,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Contested,39174,210
3217,42,42,16,3,69519,17984,2161466,505760,26797,Below 10th,Below 10th,Self-Employed,Employed,Middle,Good,Good,No,Wife,Arranged,Mutual Consent,33493,159
3218,38,41,10,4,158424,87611,8653598,2178217,55996,Graduate,10th Pass,Employed,Employed,Upper-Middle,Poor,Good,No,Wife,Arranged,Contested,36466,179
3219,34,38,1,2,23771,9853,123950,16043,9312,12th Pass,Graduate,Self-Employed,Employed,Low,Moderate,Poor,No,Shared,Arranged,Contested,12247,63
3220,37,35,4,2,159535,0,8981170,2390312,71932,Graduate,Postgraduate,Business,Homemaker,Upper-Middle,Good,Good,Yes,Wife,Love,Contested,55558,134
3221,55,60,3,0,14263,0,330434,37772,4419,10th Pass,Graduate,Business,Homemaker,Low,Good,Good,Yes,N/A,Arranged,Contested,12173,98
3222,54,57,5,0,39236,23478,2181025,454562,16140,12th Pass,12th Pass,Employed,Self-Employed,Middle,Moderate,Good,No,N/A,Court Marriage,Contested,6061,70
3223,27,31,9,2,144610,0,6412706,748025,71422,Graduate,Postgraduate,Self-Employed,Homemaker,Upper-Middle,Poor,Moderate,Yes,Wife,Love,Contested,68690,205
3224,54,56,13,0,21635,0,250442,2843,6852,Graduate,Postgraduate,Self-Employed,Homemaker,Low,Good,Good,Yes,N/A,Love,Mutual Consent,15360,164
3225,30,32,8,1,108540,58566,4904254,122743,43921,Graduate,Postgraduate,Employed,Self-Employed,Upper-Middle,Good,Good,Yes,Wife,Love,Contested,20780,119
3226,53,58,32,0,15269,0,406889,53959,8240,Graduate,Graduate,Self-Employed,Unemployed,Low,Good,Good,No,N/A,Love,Contested,19062,280
3227,32,32,13,2,141434,60536,7529940,2236609,69324,10th Pass,Postgraduate,Employed,Employed,Upper-Middle,Good,Good,No,Wife,Love,Contested,41008,129
3228,57,58,37,1,70898,0,389856,20766,30337,12th Pass,Graduate,Employed,Homemaker,Middle,Moderate,Good,Yes,Wife,Arranged,Contested,42057,360
3229,41,46,4,0,51785,0,2908269,781377,24584,Below 10th,Professional Degree,Employed,Homemaker,Middle,Moderate,Moderate,Yes,N/A,Love,Contested,24278,101
3230,35,32,5,1,286984,216763,41590687,11471470,117000,Graduate,Graduate,Self-Employed,Self-Employed,High,Good,Good,No,Shared,Love,Contested,5233,62
3231,37,37,15,2,69760,0,1032168,126847,38086,Graduate,10th Pass,Employed,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Contested,41884,213
3232,35,38,12,2,12750,6109,275118,38116,3834,Graduate,10th Pass,Business,Self-Employed,Low,Poor,Moderate,No,Shared,Arranged,Mutual Consent,15937,167
3233,55,60,21,2,104245,117635,3092864,466546,48565,Graduate,12th Pass,Employed,Business,Upper-Middle,Good,Moderate,No,Shared,Love,Contested,7128,205
3234,52,54,21,3,14357,0,322596,74559,3614,Graduate,Graduate,Business,Homemaker,Low,Moderate,Good,Yes,Shared,Love,Contested,27865,298
3235,30,34,11,0,47982,0,1262084,46845,13804,12th Pass,10th Pass,Employed,Homemaker,Middle,Moderate,Good,Yes,N/A,Arranged,Contested,27312,162
3236,40,45,21,0,475864,117216,38450345,3790864,222011,Graduate,10th Pass,Employed,Employed,High,Moderate,Good,No,N/A,Arranged,Mutual Consent,78821,186
3237,28,28,6,0,60581,17050,1512072,77434,28945,Below 10th,Below 10th,Self-Employed,Self-Employed,Middle,Moderate,Good,No,N/A,Court Marriage,Contested,15491,79
3238,59,56,9,2,13109,0,389448,102628,3432,Graduate,10th Pass,Employed,Homemaker,Low,Good,Poor,Yes,Wife,Arranged,Mutual Consent,21760,148
3239,50,54,1,2,19652,10370,413171,8740,6881,Graduate,10th Pass,Business,Employed,Low,Good,Good,No,Husband,Love,Mutual Consent,8612,20
3240,36,34,12,0,15758,15281,327734,73514,4498,Graduate,Graduate,Unemployed,Employed,Low,Moderate,Good,No,N/A,Court Marriage,Contested,5442,130
3241,35,32,10,2,76498,30300,1372007,180998,39552,Postgraduate,12th Pass,Employed,Self-Employed,Middle,Moderate,Good,No,Shared,Arranged,Contested,26242,130
3242,61,60,14,2,11433,0,150079,32174,4415,Postgraduate,10th Pass,Employed,Homemaker,Low,Moderate,Moderate,Yes,Husband,Arranged,Mutual Consent,21369,216
3243,49,54,6,4,111834,0,2550809,680985,42805,Postgraduate,10th Pass,Employed,Homemaker,Upper-Middle,Poor,Moderate,Yes,Wife,Love,Contested,59434,191
3244,42,47,1,2,66934,28527,1934832,197156,33276,Graduate,Graduate,Business,Self-Employed,Middle,Good,Moderate,No,Wife,Arranged,Contested,18162,33
3245,43,42,22,2,487776,0,31708692,2159375,223699,Graduate,10th Pass,Self-Employed,Homemaker,High,Poor,Good,Yes,Shared,Arranged,Contested,167043,324
3246,47,49,2,2,161548,43187,1194950,233093,85085,12th Pass,Graduate,Self-Employed,Self-Employed,Upper-Middle,Good,Moderate,No,Wife,Love,Mutual Consent,40630,46
3247,42,45,24,4,405367,0,11656417,3488273,215492,Below 10th,10th Pass,Business,Unemployed,High,Good,Good,No,Wife,Love,Contested,130773,220
3248,50,55,11,4,25519,18641,486753,106527,8777,Graduate,10th Pass,Business,Employed,Low,Good,Moderate,No,Wife,Arranged,Mutual Consent,16519,110
3249,30,28,3,2,42461,21583,2523852,602409,18874,Professional Degree,Postgraduate,Employed,Business,Middle,Good,Good,No,Shared,Arranged,Contested,14672,54
3250,28,32,10,2,56574,0,1261639,238395,23338,Postgraduate,Graduate,Self-Employed,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Contested,34027,166
3251,53,56,6,2,22366,9903,100555,11106,9589,Graduate,Professional Degree,Business,Employed,Low,Moderate,Moderate,No,Shared,Arranged,Contested,12110,103
3252,58,58,6,1,77471,15293,2076699,407849,33900,12th Pass,10th Pass,Business,Employed,Middle,Good,Moderate,No,Wife,Love,Contested,25301,88
3253,41,39,20,2,177092,0,4602741,177505,47461,10th Pass,Below 10th,Employed,Homemaker,Upper-Middle,Moderate,Good,Yes,Wife,Love,Contested,66534,261
3254,40,44,21,1,19975,0,271099,39755,10357,12th Pass,Below 10th,Business,Homemaker,Low,Good,Good,Yes,Shared,Arranged,Contested,24535,265
3255,26,27,2,3,22513,16186,156086,26833,6575,Graduate,Professional Degree,Employed,Employed,Low,Good,Good,No,Wife,Arranged,Contested,15203,55
3256,58,60,26,2,12642,0,205218,55824,4770,Graduate,Graduate,Employed,Unemployed,Low,Good,Moderate,Yes,Wife,Arranged,Contested,24828,268
3257,32,35,10,3,105090,0,6953130,1918478,35480,Graduate,12th Pass,Employed,Unemployed,Upper-Middle,Good,Good,No,Shared,Love,Mutual Consent,48464,98
3258,37,34,8,2,330967,0,30609788,552119,137723,10th Pass,12th Pass,Business,Homemaker,High,Moderate,Good,Yes,Shared,Arranged,Mutual Consent,109221,151
3259,32,36,10,2,13711,0,96906,18369,7382,12th Pass,Graduate,Employed,Homemaker,Low,Poor,Good,Yes,Shared,Arranged,Contested,24218,224
3260,54,54,23,1,39435,0,2945669,703771,14737,12th Pass,Graduate,Unemployed,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,32193,271
3261,56,60,6,2,265865,0,23443124,3772808,114575,Graduate,12th Pass,Employed,Homemaker,High,Good,Good,Yes,Husband,Arranged,Contested,83925,145
3262,60,57,23,2,39137,32777,871423,25010,11441,10th Pass,Graduate,Self-Employed,Employed,Middle,Moderate,Good,No,Shared,Arranged,Mutual Consent,15237,228
3263,54,52,28,1,139850,62203,9266159,646952,54388,12th Pass,12th Pass,Employed,Employed,Upper-Middle,Poor,Moderate,Yes,Shared,Love,Mutual Consent,38825,302
3264,25,27,1,3,22507,0,353440,33256,11810,12th Pass,Graduate,Employed,Homemaker,Low,Good,Good,Yes,Wife,Arranged,Mutual Consent,20648,74
3265,41,38,14,0,65401,44812,438776,87246,34644,Graduate,Postgraduate,Employed,Employed,Middle,Good,Moderate,No,N/A,Arranged,Mutual Consent,5495,108
3266,44,44,5,2,69558,46389,2798884,55063,28792,12th Pass,10th Pass,Business,Employed,Middle,Good,Moderate,No,Wife,Arranged,Contested,19937,80
3267,48,52,23,1,112591,82109,3468815,571959,54108,10th Pass,12th Pass,Employed,Employed,Upper-Middle,Good,Good,No,Shared,Arranged,Contested,12091,210
3268,46,47,17,3,28112,14031,204450,6681,7055,Below 10th,10th Pass,Self-Employed,Business,Low,Good,Moderate,No,Wife,Arranged,Contested,23521,166
3269,53,58,34,1,29969,12248,479405,56826,12270,12th Pass,Below 10th,Business,Business,Low,Good,Good,No,Wife,Arranged,Mutual Consent,16377,292
3270,46,48,9,2,44197,34491,1052798,134407,20761,Postgraduate,Professional Degree,Employed,Self-Employed,Middle,Good,Moderate,No,Shared,Arranged,Contested,11876,102
3271,33,30,12,0,66928,15740,2814361,381490,23355,Graduate,Graduate,Self-Employed,Employed,Middle,Good,Moderate,No,N/A,Arranged,Mutual Consent,17454,102
3272,61,60,22,1,102345,0,6316781,1347121,53254,Graduate,Professional Degree,Employed,Unemployed,Upper-Middle,Good,Poor,Yes,Wife,Love,Mutual Consent,46633,214
3273,34,36,15,3,91070,0,1578932,38461,44067,Graduate,Postgraduate,Employed,Homemaker,Upper-Middle,Moderate,Good,Yes,Shared,Arranged,Mutual Consent,40591,217
3274,60,60,7,0,28097,5547,292250,23518,13512,12th Pass,Professional Degree,Self-Employed,Business,Low,Moderate,Good,No,N/A,Arranged,Contested,7877,82
3275,61,60,41,2,198665,0,4658326,895977,50931,Postgraduate,Professional Degree,Employed,Homemaker,Upper-Middle,Good,Good,Yes,Shared,Love,Contested,70103,360
3276,52,54,21,1,17839,0,202040,57191,5443,Professional Degree,Postgraduate,Employed,Homemaker,Low,Moderate,Moderate,Yes,Shared,Love,Contested,24169,266
3277,52,53,16,1,32283,0,1640861,305592,14981,12th Pass,Graduate,Employed,Homemaker,Middle,Poor,Good,Yes,Shared,Arranged,Contested,31566,252
3278,45,43,20,2,98018,0,3681343,975592,41022,Postgraduate,Graduate,Employed,Homemaker,Upper-Middle,Good,Good,Yes,Husband,Arranged,Contested,47081,254
3279,48,48,11,2,10752,15818,94122,27344,4553,Postgraduate,Professional Degree,Self-Employed,Employed,Low,Poor,Good,Yes,Wife,Love,Contested,16422,191
3280,26,27,4,2,23304,10729,404157,107170,5929,Postgraduate,Professional Degree,Self-Employed,Self-Employed,Low,Moderate,Moderate,No,Husband,Arranged,Contested,15021,79
3281,32,32,2,2,76182,15208,1673461,488085,29148,Graduate,Professional Degree,Employed,Employed,Middle,Good,Moderate,No,Wife,Arranged,Mutual Consent,22155,43
3282,51,49,19,1,96118,92514,8848342,2062658,46706,Graduate,Graduate,Self-Employed,Employed,Upper-Middle,Good,Moderate,Yes,Wife,Arranged,Contested,9865,211
3283,46,49,16,1,53490,28905,1627807,433235,24020,12th Pass,Postgraduate,Self-Employed,Employed,Middle,Moderate,Good,No,Wife,Love,Contested,19495,185
3284,61,59,32,0,76500,0,451725,66600,32262,Professional Degree,Graduate,Self-Employed,Unemployed,Middle,Good,Moderate,No,N/A,Love,Contested,35197,278
3285,51,48,15,2,93349,103556,7916915,820443,42845,Postgraduate,Graduate,Business,Employed,Upper-Middle,Good,Good,No,Shared,Love,Mutual Consent,4765,130
3286,53,54,5,3,146304,0,5465209,1639088,73926,10th Pass,Postgraduate,Business,Homemaker,Upper-Middle,Good,Good,Yes,Wife,Love,Contested,60324,118
3287,27,24,3,1,94163,0,4636938,135991,47539,Postgraduate,Postgraduate,Self-Employed,Homemaker,Upper-Middle,Good,Good,Yes,Shared,Love,Mutual Consent,42863,109
3288,37,34,15,1,44739,0,2823860,811745,17305,Professional Degree,Postgraduate,Employed,Homemaker,Middle,Poor,Moderate,Yes,Wife,Love,Contested,30972,258
3289,34,31,13,0,27959,5574,132085,17073,9571,12th Pass,Postgraduate,Employed,Business,Low,Moderate,Poor,No,N/A,Arranged,Contested,14503,132
3290,60,60,4,4,20057,0,460033,3089,7218,Graduate,12th Pass,Employed,Homemaker,Low,Good,Poor,Yes,Husband,Arranged,Mutual Consent,19966,112
3291,33,38,1,3,106304,83383,2981512,718260,43203,Professional Degree,Graduate,Self-Employed,Employed,Upper-Middle,Good,Good,No,Wife,Love,Contested,14462,52
3292,51,48,4,1,122988,100168,8634539,1150681,34044,Graduate,12th Pass,Business,Self-Employed,Upper-Middle,Good,Good,No,Shared,Love,Mutual Consent,3597,46
3293,58,59,23,2,405979,0,19283081,4620338,173473,Graduate,Graduate,Employed,Homemaker,High,Moderate,Good,Yes,Husband,Arranged,Mutual Consent,140770,281
3294,25,30,7,1,14106,18118,314376,4226,5444,Graduate,Professional Degree,Employed,Employed,Low,Moderate,Moderate,Yes,Shared,Love,Contested,9105,141
3295,56,60,3,2,11408,0,490446,143329,5449,10th Pass,Postgraduate,Employed,Homemaker,Low,Moderate,Moderate,Yes,Wife,Arranged,Mutual Consent,21339,127
3296,49,46,10,2,29865,0,76249,15349,9920,Graduate,12th Pass,Employed,Homemaker,Low,Good,Moderate,Yes,Wife,Arranged,Mutual Consent,29695,163
3297,53,57,22,1,15821,18816,213979,3081,4269,Postgraduate,Graduate,Self-Employed,Employed,Low,Poor,Poor,No,Wife,Arranged,Mutual Consent,18744,238
3298,31,28,1,3,41318,0,2788182,3886,21418,Below 10th,12th Pass,Employed,Unemployed,Middle,Poor,Good,No,Shared,Arranged,Mutual Consent,26706,83
3299,27,31,5,2,241753,0,24136078,4301060,65375,Graduate,10th Pass,Business,Homemaker,High,Moderate,Good,Yes,Husband,Arranged,Contested,74775,146
3300,44,41,19,0,61575,42917,2660587,779418,32522,Postgraduate,12th Pass,Business,Employed,Middle,Moderate,Good,Yes,N/A,Love,Contested,15738,183
3301,44,45,16,2,78198,0,2229486,350474,31220,Graduate,10th Pass,Employed,Homemaker,Middle,Good,Good,Yes,Shared,Arranged,Contested,45040,214
3302,54,58,15,2,70003,0,2669270,283391,18682,Professional Degree,Graduate,Employed,Homemaker,Middle,Moderate,Good,Yes,Wife,Arranged,Mutual Consent,34781,221
3303,59,60,15,4,26596,0,438059,123391,7653,Graduate,12th Pass,Unemployed,Homemaker,Low,Good,Moderate,Yes,Wife,Court Marriage,Contested,34564,218
3304,59,60,1,1,170482,0,3980571,1175009,69878,Postgraduate,10th Pass,Business,Homemaker,Upper-Middle,Moderate,Good,Yes,Wife,Arranged,Contested,56892,114
3305,51,48,24,1,70836,0,2327926,547866,18044,12th Pass,Graduate,Business,Homemaker,Middle,Good,Good,Yes,Shared,Arranged,Mutual Consent,34933,260
3306,50,55,23,2,25346,0,472051,101667,13294,12th Pass,Graduate,Employed,Homemaker,Low,Poor,Good,Yes,Wife,Love,Mutual Consent,40890,310
3307,38,35,12,2,58094,0,2034070,1259,28400,Postgraduate,Postgraduate,Employed,Homemaker,Middle,Poor,Moderate,Yes,Wife,Arranged,Contested,40538,225
3308,41,40,10,1,44466,20817,1120453,105440,17847,10th Pass,Graduate,Self-Employed,Employed,Middle,Good,Good,Yes,Shared,Arranged,Contested,14538,142
3309,42,39,14,4,21260,16714,410166,113842,11222,10th Pass,10th Pass,Unemployed,Employed,Low,Moderate,Poor,No,Wife,Arranged,Mutual Consent,23058,143
3310,53,52,31,1,18973,0,418841,46257,6221,12th Pass,Graduate,Employed,Homemaker,Low,Good,Poor,Yes,Wife,Love,Mutual Consent,27224,322
3311,44,42,11,1,72137,28071,2668930,267890,36502,12th Pass,Professional Degree,Business,Employed,Middle,Good,Good,No,Husband,Love,Contested,18734,125
3312,51,49,22,3,27910,0,489265,78847,13718,10th Pass,Postgraduate,Employed,Unemployed,Low,Good,Good,Yes,Wife,Arranged,Contested,28905,242
3313,42,47,16,0,10840,0,180792,24286,4602,Professional Degree,12th Pass,Employed,Homemaker,Low,Moderate,Good,Yes,N/A,Arranged,Contested,15269,226
3314,28,32,9,1,46365,26801,1053452,271410,16026,12th Pass,Graduate,Employed,Self-Employed,Middle,Poor,Good,No,Shared,Court Marriage,Contested,16865,161
3315,25,22,3,2,52394,0,2628929,64431,21874,Postgraduate,Below 10th,Employed,Homemaker,Middle,Good,Poor,Yes,Husband,Arranged,Mutual Consent,27524,104
3316,25,25,6,0,45971,16502,1749088,345663,24694,Graduate,10th Pass,Employed,Business,Middle,Good,Moderate,No,N/A,Love,Mutual Consent,6628,52
3317,50,47,19,4,480469,0,12746598,2666040,132307,Professional Degree,12th Pass,Employed,Homemaker,High,Good,Good,Yes,Wife,Arranged,Contested,162499,251
3318,44,41,9,2,73475,49577,2720415,718281,22799,10th Pass,12th Pass,Self-Employed,Self-Employed,Middle,Good,Poor,Yes,Shared,Court Marriage,Contested,18840,124
3319,47,47,4,2,61359,23458,1677116,209195,27192,Graduate,Postgraduate,Business,Employed,Middle,Moderate,Moderate,Yes,Wife,Arranged,Contested,25210,103
3320,34,32,5,0,124135,0,9156969,810406,56298,Graduate,Professional Degree,Employed,Homemaker,Upper-Middle,Moderate,Poor,Yes,N/A,Love,Contested,47146,124
3321,35,34,7,1,36639,0,526225,98913,10967,Postgraduate,Graduate,Business,Unemployed,Middle,Good,Moderate,No,Shared,Love,Mutual Consent,15562,86
3322,29,34,6,2,23991,7046,189101,41125,11800,Graduate,12th Pass,Employed,Employed,Low,Moderate,Good,Yes,Husband,Arranged,Mutual Consent,13775,100
3323,25,23,2,2,66601,40376,2722324,139638,35201,Postgraduate,10th Pass,Self-Employed,Employed,Middle,Moderate,Good,No,Wife,Arranged,Contested,19750,81
3324,41,41,8,3,161391,49528,1658785,78707,44204,Postgraduate,12th Pass,Self-Employed,Self-Employed,Upper-Middle,Good,Good,No,Wife,Arranged,Mutual Consent,35143,88
3325,46,43,24,1,138581,102424,2125148,168058,75149,12th Pass,10th Pass,Business,Employed,Upper-Middle,Good,Good,No,Wife,Arranged,Mutual Consent,24606,220
3326,58,56,8,2,252569,0,15545490,1156198,84449,Postgraduate,12th Pass,Employed,Homemaker,High,Poor,Good,Yes,Shared,Arranged,Contested,89580,207
3327,53,54,19,1,56140,44015,325436,73286,19236,Graduate,Graduate,Employed,Business,Middle,Moderate,Good,No,Wife,Love,Contested,18069,204
3328,28,25,7,2,172728,0,8433456,1342697,45508,10th Pass,Below 10th,Employed,Homemaker,Upper-Middle,Good,Poor,Yes,Shared,Love,Contested,60712,138
3329,29,32,10,2,19740,0,401445,65972,7880,12th Pass,Postgraduate,Employed,Homemaker,Low,Good,Poor,Yes,Husband,Love,Mutual Consent,19604,166
3330,35,35,9,0,40467,0,2983871,13160,21707,Postgraduate,Graduate,Employed,Homemaker,Middle,Good,Good,Yes,N/A,Love,Mutual Consent,24144,118
3331,45,47,26,2,238832,0,18064764,5388308,71242,Graduate,12th Pass,Employed,Homemaker,High,Good,Good,Yes,Shared,Love,Contested,84164,287
3332,59,60,4,0,10978,12557,304715,75854,4644,10th Pass,Graduate,Self-Employed,Employed,Low,Good,Good,No,N/A,Arranged,Mutual Consent,1000,25
3333,36,38,5,2,20497,16492,498679,66373,6811,Graduate,10th Pass,Employed,Employed,Low,Poor,Poor,No,Shared,Arranged,Contested,14683,120
3334,50,48,8,2,74703,0,480770,9646,19093,Postgraduate,Postgraduate,Employed,Unemployed,Middle,Good,Poor,No,Wife,Arranged,Contested,36653,96
3335,43,40,1,0,199502,0,7360350,1533060,108956,10th Pass,Postgraduate,Employed,Homemaker,Upper-Middle,Poor,Poor,Yes,N/A,Arranged,Mutual Consent,63265,105
3336,31,35,12,4,12589,0,257203,41284,5852,Graduate,12th Pass,Business,Unemployed,Low,Good,Good,Yes,Wife,Love,Mutual Consent,28917,129
3337,31,35,6,2,34400,0,1405443,285672,16189,12th Pass,12th Pass,Employed,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,25599,122
3338,50,55,15,4,15942,0,444575,90370,7156,12th Pass,Graduate,Employed,Homemaker,Low,Moderate,Good,Yes,Wife,Arranged,Contested,35786,233
3339,29,31,4,0,56553,0,1899277,88165,16576,Graduate,12th Pass,Employed,Homemaker,Middle,Moderate,Good,Yes,N/A,Love,Contested,24627,110
3340,45,42,21,4,209353,0,35167944,3469069,65319,Below 10th,Graduate,Employed,Homemaker,High,Moderate,Good,Yes,Wife,Arranged,Mutual Consent,102388,275
3341,38,43,11,0,22511,0,182213,970,8232,Graduate,Graduate,Employed,Homemaker,Low,Poor,Moderate,Yes,N/A,Arranged,Mutual Consent,18708,188
3342,28,27,5,2,27577,0,231285,68154,15129,12th Pass,Professional Degree,Employed,Homemaker,Low,Good,Good,Yes,Wife,Arranged,Contested,25190,130
3343,47,49,18,4,30764,27566,1910397,462200,13898,Graduate,12th Pass,Employed,Employed,Middle,Moderate,Good,No,Wife,Arranged,Contested,18772,202
3344,44,49,24,1,50519,0,2789568,777292,19334,Postgraduate,Below 10th,Business,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,32595,276
3345,39,38,15,0,18439,16886,369563,4892,7291,10th Pass,Postgraduate,Employed,Employed,Low,Moderate,Poor,No,N/A,Arranged,Contested,7700,149
3346,53,54,18,3,46175,16906,398787,59859,24318,Graduate,Below 10th,Employed,Employed,Middle,Moderate,Moderate,Yes,Shared,Arranged,Contested,25330,225
